	data	usuario	conteudo	retweets	favoritos	local	seguidores	amigos
985614075471323138	2018-04-15 20:21:22	Ramon Duarte	RT @cruze1ru: Gente, encontrei uma carteira de um rapaz e vi que havia um Nubank, entrei em contato com o @nubank e conseguimos localizá-lo…	5	0		109	244
985613683823955969	2018-04-15 20:19:48	Inútil	"Atualizaçã: já faz 4 hrs q não sou rejeitado 

Acho q @nubank não rejeita aos domingos"	0	0		277	466
985611917610889216	2018-04-15 20:12:47	Gonçalves	espero conseguir um cartão de crédito da Nubank, atento, aguardando respostas	0	0		95	115
985611448435998720	2018-04-15 20:10:55	Alma Mahler	Já contei como é maravilhoso ter Nubank?	0	0		408	384
985611269175742464	2018-04-15 20:10:13	Juse	eis que vc entra no site do nubank e já querem seu corpo nu https://t.co/P6IZZ7NdGy	0	2		37	110
985606440424484865	2018-04-15 19:51:01	Gyodai	@moonlitism Tenta o nubank	0	0		3	22
985606283242942464	2018-04-15 19:50:24	Douglas Rizzi	@coejenni @nubank Esse cartão é muito top	0	0		1	72
985601986715439104	2018-04-15 19:33:19	Kelvin TIM BETA	Gostei de um vídeo @YouTube https://t.co/tTHmHUVoW1ão NuBank e NuConta | Minha opinião após meses de usos	0	0		876	1460
985600408151363584	2018-04-15 19:27:03	Filipe	@sarahcsiqueira @netflix @nubank Wpp Sarinha	0	0		29	26
985597829560328194	2018-04-15 19:16:48	Nubank	@bicalho1908 Oi bb! ? Se vc está sendo negada, a melhor opção é aguardar ao menos seis meses a partir do seu último… https://t.co/DqBTSzDKpF	0	1		104216	7066
985595862347902978	2018-04-15 19:08:59	Natan Pedersolli	@bicalho1908 @nubank Ah sim, vish, ai lascou kkkkk	0	0		293	389
985595328610099200	2018-04-15 19:06:52	Ana ??	@natanzaum @nubank Eu fizzzz já migo, brigada! Eles têm que me aceitar mas ultimamente cai em débito por conta do j… https://t.co/1yHgonJVQS	0	0		1151	819
985595192983130114	2018-04-15 19:06:20	Nubank	@gstrafacci Ainda não temos previsão, estamos focados em aprimorar nossos serviços como a NuConta e o Cartão Virtua… https://t.co/12OPpD3on1	1	0		104216	7066
985594921557155843	2018-04-15 19:05:15	Natan Pedersolli	@bicalho1908 @nubank Já fez o cadastro? tenho convite, quer?	0	0		293	389
985594442873786369	2018-04-15 19:03:21	Ana ??	Alô @nubank, tô precisando de uma ajuda pra subir de level na vida!! Aceita eu! Minha cor preferida sempre foi roxo!! ??? kk	0	1		1151	819
985594416416083973	2018-04-15 19:03:14	Musashi	@nubank Brigado bb	0	0		133	400
985590621342748672	2018-04-15 18:48:10	Gilberto Strafacci	E aí @nubank , vai rolar um namoro com @SamsungPay para nossa alegria?	0	0		305	346
985588972385718274	2018-04-15 18:41:37	Nubank	@maurilotorres Adoraríamos explicar mais sobre o programa por aqui, mas não caberia, Mau ? Chama a gente por DM, ou… https://t.co/2rP3In6Zk2	0	1		104216	7066
985588474203070464	2018-04-15 18:39:38	duds	aí tá td escrito errado sem sentido eu tou muito abalada o meu nubank está quase morto	0	0	Place(_api=<tweepy.api.API object at 0x0000022D1CC3DD30>, id='97bcdfca1a2dca59', url='https://api.twitter.com/1.1/geo/id/97bcdfca1a2dca59.json', place_type='city', name='Rio de Janeiro', full_name='Rio de Janeiro, Brazil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022D1CC3DD30>, type='Polygon', coordinates=[[[-43.795449, -23.08302], [-43.0877068, -23.08302], [-43.0877068, -22.7398234], [-43.795449, -22.7398234]]]), attributes={})	582	338
985588421715529728	2018-04-15 18:39:25	Musashi	O que eu ganho assinando o rewards @nubank ?	0	0		133	400
985587930851753984	2018-04-15 18:37:28	João de Freitas	acabei de testar o #applepay no @StarbucksBrasil , de longe a transação mais rápida que já vi. não vejo a hora do… https://t.co/SjH0fFVWUr	0	0		146	371
985587520481083392	2018-04-15 18:35:50	Nubank	"@marccellu Chama a gente em um dos nossos canais de atendimento que conseguimos te ajudar melhor! ? 

https://t.co/X55OnW6FO7"	0	0		104216	7066
985587362339147780	2018-04-15 18:35:13	rore	@larissacatelli se o nubank nao me rejeitasse todo dia eu já tinha comprado 30 pares de tênis	0	0		1413	1300
985583893448462338	2018-04-15 18:21:26	dj wagão	o que me impede de sorrir é a fatura do nubank que vence essa semana	0	0		1420	1292
985582981040484353	2018-04-15 18:17:48	Inútil	Novo Record faz 2hrs q solicitei cartão do @nubank e ainda não fui rejeitado	0	0		277	466
985582939806273537	2018-04-15 18:17:38	Feminista Cristã	Fiz uma compra ontem usando o @nubank e ate agora n aprovou PQP	0	0		3268	115
985582651296935936	2018-04-15 18:16:29	L	Só queria que o processamento do valor atual da fatura do @Bancointer fosse real que nem o Nubank. Pelo extrato do… https://t.co/rGm4FE2gIZ	0	0		373	201
985581954274856961	2018-04-15 18:13:43	Busa	Daí tu larga o celular por uns 10 minutos pra tomar banho, volta e tem umas trocentas tentativas de compra em vária… https://t.co/Wdg1l7mLpR	0	1		282	685
985581229012586496	2018-04-15 18:10:50	Emanuel	"14) O *Waze* acabou com o GPS;

15) O *Original* e o *Nubank* ameaçam o sistema bancário tradicional;

16) A *Nuvem… https://t.co/KnQFomya6j"	0	0		2189	666
985580249688821765	2018-04-15 18:06:57	Jennifer	Acabei de fazer o cartão da @nubank, tô impactada de felicidade	0	0		964	391
985579840119156737	2018-04-15 18:05:19	Nubank	@altendorfme Em DDA, sim, Re! :) É só falar direto com o seu banco que eles te ajudam ?	0	0		104216	7066
985579043004219393	2018-04-15 18:02:09	Trans de programa	RT @mjcoffeeholick: #CodamosSummit A @jelielmendes pediu para todas as mulheres subirem ao palco! ~&lt;3 @ Nubank https://t.co/gDLebtS8WD	1	0		1158	382
985578351313244162	2018-04-15 17:59:24	Paladino	O @Nubank aumentou, novamente, o limite do meu cartão &lt;3	0	0		552	520
985578211508662273	2018-04-15 17:58:51	O SPFC ME FEZ TROUXA	Meu roxinho chegou!!! Obrigada @nubank ??	0	1		683	94
985578157163077633	2018-04-15 17:58:38	Edno de Souza	@thaimoon_ Tente o nubank ou intermedium, eles tem bandeira internacional e anuidade zero. No caso da anuidade, sem… https://t.co/5gzF2RNIP2	0	0		41	32
985578004565852160	2018-04-15 17:58:02	Renan Altendorf	@nubank Tem como colocar NuBank em debito automático ou DDA ?	0	0		346	145
985577782217510912	2018-04-15 17:57:09	Nubank	@jodeassis Imagina João! Qualquer dúvida estamos por aqui. ? ?	0	1		104216	7066
985576697675296768	2018-04-15 17:52:50	junio r	alguém ai sabe como que rastreia uma compra que nao foi o dono do cartao que fez com esses cartao da nubank/digio?	0	0		1245	500
985576203431088128	2018-04-15 17:50:52	João	@nubank Ela já existe a mais de três anos no Brasil e para usar eu preciso aderir outros cartões e queria continuar apenas com vocês ?	0	0		34	128
985575977421017089	2018-04-15 17:49:58	João	@nubank Obrigado pela atenção, mas acho que essa função não irá aparecer tão cedo ?	0	0		34	128
985574762159202307	2018-04-15 17:45:09	Matheus Correia	@cruze1ru @nubank Mostrando que o Brasil ainda tem jeito.	0	0		205	157
985574134632665089	2018-04-15 17:42:39	Nubank	@jodeassis Estamos focados em aprimorar nossos serviços como a NuConta e o Cartão Virtual. Mas caso haja qualquer n… https://t.co/ZXzXkMSUhg	0	1		104216	7066
985573135692058625	2018-04-15 17:38:41	João	@nubank Já perdi tanta promoção boa na Samsung Pay ???	0	0		34	128
985572720451772421	2018-04-15 17:37:02	animadanda	Chocada em como o pessoal do Nubank tem paciência e tiram todas as dúvidas. ATÉ DOMINGO. Chocada.	0	0		308	145
985572385301651456	2018-04-15 17:35:42	João	@nubank Que triste ? já pertubo vocês a tanto tempo por isso	0	0		34	128
985572201809301504	2018-04-15 17:34:58	Nubank	@jodeassis Ainda não temos uma previsão, João. Qualquer novidade, avisaremos :)	0	1		104216	7066
985571495601754112	2018-04-15 17:32:10	Orestes	RT @cruze1ru: Gente, encontrei uma carteira de um rapaz e vi que havia um Nubank, entrei em contato com o @nubank e conseguimos localizá-lo…	5	0		27	9
985571431202410496	2018-04-15 17:31:54	João	@nubank Nesse mês a Apple Pay iniciou no Brasil, sendo que já existem a Samsung Pay e o Android Pay dentre outros s… https://t.co/uAtmqAxTo7	0	0		34	128
985571405860392961	2018-04-15 17:31:48	Pit Martins	@pleasenathalia @jnflesch @arthurfarrot Pede um Nubank. Já tentou?	0	1		1317	318
985569689484087296	2018-04-15 17:24:59	?	@unzerstort a minha me deu um dela dps de eu ser mt humilhada pelo nubank por anos	0	0		355	325
985569320578273280	2018-04-15 17:23:31	tanha	@nubank o único problema é que já pedi estorno com vocês e demorou 60 dias para resolver, paguei o valor e ele volt… https://t.co/N19aW3QqZK	0	0		1519	958
985569061466705921	2018-04-15 17:22:29	Nubank	@nathatns Pode sim! Sempre que quiser ?	0	1		104216	7066
985567969525846019	2018-04-15 17:18:09	tanha	@nubank posso mandar DM?	0	0		1519	958
985567299775156225	2018-04-15 17:15:29	Nubank	@andore_f Pode nos chamar, André ;)	0	1		104216	7066
985567238433406977	2018-04-15 17:15:15	Nubank	@nathatns Mas Nath, se a compra foi feita por vc pelo site, mesmo que acidental, se faz necessário conversar com o… https://t.co/MAaRbmIpIh	0	0		104216	7066
985567081688195072	2018-04-15 17:14:37	? Raul ?	Kingdom hearts IIi lança dia 1 de novembro, faço um ano no nubank em outubro. Ja sei como sera minhas ferias	0	0		735	1155
985566631404494848	2018-04-15 17:12:50	?? Carol ??	@nubank Obrigada &lt;3	0	0		1030	521
985566353976422400	2018-04-15 17:11:44	Nubank	@opscaarou Tem o 0800 591 2117 ou o meajuda@nubank.com.br, Carol ?	0	0		104216	7066
985566122471821312	2018-04-15 17:10:49	André	@nubank preciso falar com vocês via dm	0	0		193	123
985565986752516097	2018-04-15 17:10:16	tanha	"@nubank já falei e eles dizem que ""não têm poder pra cancelar uma compra"" de 400 reais que fiz acidentalmente com u… https://t.co/UjGMHy1EWs"	0	0		1519	958
985565680694169601	2018-04-15 17:09:03	?? Carol ??	@nubank Por onde ela entra em contato,porque pelo app não da, ele não deixa fazer o cadastro pra solicitar o cartão	0	0		1030	521
985565309934465024	2018-04-15 17:07:35	Nubank	@opscaarou Oi Carol! Como a sua mãe é a titular, ela deve entrar em contato com a gente pra conseguirmos ajudar. As… https://t.co/SxQV9imO3c	0	0		104216	7066
985565144393682948	2018-04-15 17:06:55	Nubank	@nathatns Oi Nath! A gente sempre tá por aqui pra ajudar no que for possível. Já falou com o nosso time por telefon… https://t.co/wMzGQqIH54	0	0		104216	7066
985564762649096192	2018-04-15 17:05:24	?? Carol ??	Alo @nubank to tentando fazer um cartão pra minha mãe mas o app não fecha depois que coloca o código do convite,arruma isso ai	0	0		1030	521
985564657766354944	2018-04-15 17:04:59	Alda Rocha	#CodamosSummit A @jelielmendes pediu para todas as mulheres subirem ao palco! ~&lt;3 @ Nubank https://t.co/gDLebtS8WD	1	9		11530	2223
985564411116118016	2018-04-15 17:04:01	dan	finalmente aprovado no nubank mal posso esperar pelos mimos https://t.co/p86nj6Q4jb	0	0		2472	1105
985563117974380549	2018-04-15 16:58:52	tanha	pensem duas vezes antes de confiar na @nubank de olhos fechados. A única vantagem é não pagar taxas, mas as desvant… https://t.co/psOv9EPQGi	0	1		1519	958
985562199715401728	2018-04-15 16:55:13	tanha	o @nubank é muito bom até tu precisar resolver algum problema, pois nesse caso eles não podem fazer nada por ti	0	1		1519	958
985560155726188544	2018-04-15 16:47:06	Douglas Rizzi	Minhas compras no cartão @nubank a grande maioria é referente a xis e hambúrguer ??	0	0		1	72
985559044634144770	2018-04-15 16:42:41	/dev/null	RT @Thais_VNunes: Roberta da @StackOverflow falando de Pragmatismo e Simplicidade. #CodamosSummit @CodamosClub @nubank https://t.co/S45nqKO…	3	0		165	163
985557804118413312	2018-04-15 16:37:45	Califórnia	RT @ApplePayBR: Se o @nubank te pedisse para escolher entre #NuConta e #ApplePay, qual seria a sua escolha?	8	0		154	336
985556821938196482	2018-04-15 16:33:51	Nubank	@tavalocoefiztt Chama a gente então que te explicamos melhor sobre nossa análise! ?	0	0		104216	7066
985555935388209159	2018-04-15 16:30:20	Caio Cesar	@nubank Se.puder explicar melhor, agradeço, mt satisfeito com meu cartão &lt;3	0	0		66	147
985555658241081344	2018-04-15 16:29:14	Nubank	@tavalocoefiztt Nós na realidade não somos um banco, Caio. Mas ó: todos os pedidos de aumento de limite são feitos… https://t.co/8MQlUBTxh3	0	1		104216	7066
985555565664497670	2018-04-15 16:28:52	papa	Consegui ser aprovado na Nubank e nem trabalho kkkkkkkkk	0	1		206	111
985554471303475200	2018-04-15 16:24:31	Caio Cesar	@nubank melhor Banco, agora por favor deixa eu aumentar o limite do meu cartão	0	0		66	147
985552698161410048	2018-04-15 16:17:28	Nubank	@RegularJop Yaay! Bem-vindo, João! ? https://t.co/TvWh347wL3	0	1		104216	7066
985551793676587016	2018-04-15 16:13:52	João Paulo	Chegou o meu @nubank!!! Cartãozinho lindo da porra...	0	2		823	960
985551389010071553	2018-04-15 16:12:16	cooper jones	@nubank Obrigada pelo retorno!	0	0		1227	1300
985551092586024965	2018-04-15 16:11:05	Nubank	@GorroDoHarry É que não conseguimos aprovar todos os pedidos mesmo. :/  Sobre a NuConta, em breve, ela estará liber… https://t.co/wYKx9ZjiPE	0	1		104216	7066
985550611881046035	2018-04-15 16:09:11	cooper jones	@nubank queria um cartão e uma Nuconta pra investir em CDB :( por que não me aceitam poxa?	0	0		1227	1300
985550276416409600	2018-04-15 16:07:51	cooper jones	Muito chato não ter nenhuma dívida, investir em títulos públicos todo mês, ter uma vida financeira estável e se negada pelo Nubank	0	0		1227	1300
985549696642027520	2018-04-15 16:05:32	jovem infrator	nubank tenha piedade de mim eu nao tenho dinheiro	0	3		1456	1042
985548645650059264	2018-04-15 16:01:22	Mathiê	Solicitei o Nubank e to esperando a rasgada deles por email. https://t.co/Yp9ZvkzgyR	0	0	Place(_api=<tweepy.api.API object at 0x0000022D1CC3DD30>, id='5722ff20ba67083b', url='https://api.twitter.com/1.1/geo/id/5722ff20ba67083b.json', place_type='city', name='Brasília', full_name='Brasília, Brazil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022D1CC3DD30>, type='Polygon', coordinates=[[[-48.285982, -16.0524045], [-47.307264, -16.0524045], [-47.307264, -15.5001029], [-48.285982, -15.5001029]]]), attributes={})	612	433
985544878787571712	2018-04-15 15:46:24	Deco Rodrigues	"RT @guerrapimpostor: Aí o cara ganha um desconto para o airBNB, mas não é para uma ""estadia"" ou ""hospedagem"", mas sim para uma AVENTURA. E…"	1	0		1008	201
985544287617277953	2018-04-15 15:44:03	Almir	@cruze1ru @nubank Parabéns pela atitude cara ??	0	0		29	64
985542987924017160	2018-04-15 15:38:53	Anti Socialista	"RT @nubank: Sorte do dia: trazer seu gatinho para o trabalho.
Sexta-feira 13 por aqui é só amor. ? https://t.co/s5tuUe8nWj"	285	0		1925	1700
985542804876218368	2018-04-15 15:38:09	Nubank	@azeredors Da nossa parte, se tiver qualquer dúvida em que pudermos te ajudar, é só procurar nosso suporte. :)	0	0		104216	7066
985542669958045698	2018-04-15 15:37:37	Nubank	@gidutras Renda não é um fator decisivo na sua análise de crédito, Gi. Se quiser entender melhor como funciona a an… https://t.co/8ZFYsxmZdM	0	0		104216	7066
985542243716141056	2018-04-15 15:35:56	Miguel Soares	RT @mjcoffeeholick: Estragada, só o pó, mas plena de ter conseguido dar pra vcs um ótimo evento e com a colaboração de pessoas incríveis! Q…	3	0		854	972
985541055918592000	2018-04-15 15:31:12	giovanna dutra	@nubank já fiz isso e foi negado na mesma hora. Só que meu salário mudou e o limite não é nem um pouco compatível com minha renda atual.	0	0		441	266
