	query	data	usuario	conteudo	retweets	favoritos	local	seguidores	amigos
986699742167158784	santander	2018-04-18 20:15:25	Bill Lima	Fala rapaziada do @santander_br. Liberei ontem o SantanderID no caixa eletrônico e nada do app funcionando ainda. Tá complicado ser feliz.	0	0		400	296
986699721380122625	santander	2018-04-18 20:15:20	Andressa Martins	RT @santander_br: Mais de dois milhões de vagas de emprego serão abertas neste ano e a metade delas será criada por microempresas e trabalh…	1	0		5	70
986699414642352134	santander	2018-04-18 20:14:07	Júlia  ? ?	@santander_br preciso do suporte de voces. Mandei DM e aguardo retorno o mais breve possível.	0	0		1703	910
986699153978855427	santander	2018-04-18 20:13:04	Glenda Cecilia Marti	@x_santander Bravo Xime.	0	0		96	117
986698864429338624	santander	2018-04-18 20:11:55	Isa	todos os bancos são suave, o unico que atrasa meu trampo é o santander que vive de rosca	0	0		592	242
986698713589583872	santander	2018-04-18 20:11:19	Santander Brasil	@pqpdeiaa Dedeia, sinto muito. Por favor acesse nosso site de outro navegador. Você pode fazer transações pelo app Santander, em nossos caixas eletrônicos ou pela nossa Central 4004-3535 (capitais e regiões metropolitanas) ou 0800 702-3535 (demais localidades), opções 2 e 9.	0	0		187200	25737
986698646895955973	santander	2018-04-18 20:11:04	Santander Brasil	@isabelladnnl Isabella, posso registrar uma reclamação sobre o caso. Envie por DM seu CPF, telefones com DDD e e-mail.	0	0		187200	25737
986698515559657472	santander	2018-04-18 20:10:32	Santander Brasil	@miauau_ O que está acontecendo? Como posso ajudar?	0	0		187200	25737
986698252341964800	santander	2018-04-18 20:09:29	DS ?	Santander é o pior banco cara, é estresse atrás de estresse!! ?	0	0		1383	727
986698236151975937	santander	2018-04-18 20:09:26	Cristhian	@santander_br já consertaram o app do banco? Dois dias e nada..	0	0		83	386
986698044988166144	santander	2018-04-18 20:08:40	Santander Brasil	@caio_rabello4 Olá, Caio. Se puder deixe com um de nossos gerentes, assim ele entrará em contato com o titular.	0	1		187200	25737
986697769858543617	santander	2018-04-18 20:07:34	Eduardo Becker	@santander_br Gostaria de cancelar minha conta da maneira mais simples possível, como fazer?	0	0		165	317
986697047469379591	santander	2018-04-18 20:04:42	flavia	"Mais uma vez o banco @santander_br fora de sistema 

Tem uma cota por semana pra essa MERDA não funcionar?"	0	1		226	138
986696477266337793	santander	2018-04-18 20:02:26	Santander Brasil	"Mais de dois milhões de vagas de emprego serão abertas neste ano e a metade delas será criada por microempresas e trabalhadores por conta própria. Saiba mais no estudo produzido pelo departamento econômico do Santander.
https://t.co/br6eA6iSjG"	1	7		187200	25737
986696039355863040	santander	2018-04-18 20:00:42	Cesar Augusto	@santander_br Fiz online, sim estavam todos corretos!	0	0		204	18
986695916756373505	santander	2018-04-18 20:00:13	Santander Brasil	@_fabianoestrela Fabiano, a inclusão do débito automático é possível somente para as empresas conveniadas.	0	0		187200	25737
986695225363091456	santander	2018-04-18 19:57:28	Santander Brasil	@wdiogow Diogo, o caso já está em análise conforme o protocolo 71696829 e ela receberá um retorno em breve.	0	1		187200	25737
986695191640858625	santander	2018-04-18 19:57:20	madu #GleiciCampeã	RT @spotifybea: olha a Samantha no comercial da Santander com a globo https://t.co/5ah9aVbBun	124	0		3080	889
986694802241712129	santander	2018-04-18 19:55:47	wesley	muito fail o Santander achar que aquele adesivo de NFC substitui o apple pay #UX	0	1		163	222
986694788643729409	santander	2018-04-18 19:55:44	ana ?	@santander_br Me falaram que faria isso só na ag, fui novamente na mesma e tava lotada e uma pessoa para atender fui pedida para voltar um outro dia, voltei novamente hoje conseguir resolver mas achei pesssimo todo esse atendimento, nunca  tive problema com o banco anterior	0	0	Place(_api=<tweepy.api.API object at 0x00000164EC8D46A0>, id='97bcdfca1a2dca59', url='https://api.twitter.com/1.1/geo/id/97bcdfca1a2dca59.json', place_type='city', name='Rio de Janeiro', full_name='Rio de Janeiro, Brazil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000164EC8D46A0>, type='Polygon', coordinates=[[[-43.795449, -23.08302], [-43.0877068, -23.08302], [-43.0877068, -22.7398234], [-43.795449, -22.7398234]]]), attributes={})	172	54
986694285746679808	santander	2018-04-18 19:53:44	ana ?	@santander_br Tive que ir na ag 3 vez pra resolver uma coisas simples, fui para desbloquear o cartão, cadastrar a biometria e cancelar a opção crédito e a menina me deu senha para fazer isso no caixa e disse que eu podia fazer o cancelamento do crédito do cartão ligando mas na ligação...	0	0	Place(_api=<tweepy.api.API object at 0x00000164EC8D46A0>, id='97bcdfca1a2dca59', url='https://api.twitter.com/1.1/geo/id/97bcdfca1a2dca59.json', place_type='city', name='Rio de Janeiro', full_name='Rio de Janeiro, Brazil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000164EC8D46A0>, type='Polygon', coordinates=[[[-43.795449, -23.08302], [-43.0877068, -23.08302], [-43.0877068, -22.7398234], [-43.795449, -22.7398234]]]), attributes={})	172	54
986693367122792448	santander	2018-04-18 19:50:05	bianca teixeira	@santander_br oi! não é bem essa a dúvida, eu solicitei dia 11 e meus dados estão sendo validados até agora. tem prazo pra essa validação?	0	0		1959	235
986692040569376768	santander	2018-04-18 19:44:48	Augustop	@santander_br nao fui antendido, joguei o cartão fora e cansei de vcs	0	0		25	47
986691882288910336	santander	2018-04-18 19:44:11	isabella	@babi_nasciment @santander_br a minha sempre vinha, acho uma palhaçada ter que correr atrás de conta p pagar, eu ein!	0	1		342	299
986691210176851968	santander	2018-04-18 19:41:30	Santander Brasil	@bibiteix Oie, Bianca. Após a solicitação, o prazo de envio é de 15 dias úteis.	0	0		187200	25737
986691209811906573	santander	2018-04-18 19:41:30	Santander Brasil	@carvaalhoana Quais informações foram passadas erradas? Poderia detalhar o que aconteceu?	0	0		187200	25737
986691023995854849	santander	2018-04-18 19:40:46	liamar ?	"RT @ChogiwaStore: (?) BTS - LOVE YOURSELF TEAR
• Aleatório/escolha
• Frete de 15-45 dias úteis ou 30-90 dias úteis
• Lançamento: 18/05
• Pa…"	4	0		38	258
986690843049422848	santander	2018-04-18 19:40:03	Dedeia	tô passando raiva com esse site do banco santander, pqp	0	0		347	366
986689607407464448	santander	2018-04-18 19:35:08	tania aparecida da t	@Zanfa @santander_br Eles nem perguntaram você precisa de ajuda quer outro emprego .....agora querem o dinheiro dos estudantes	0	0		91	328
986689574045995008	santander	2018-04-18 19:35:00	Santander Brasil	@CesarCosta14 Cesar, em qual canal você fez o TED? O dados da conta destino estão corretos?	0	0		187200	25737
986689322765246464	santander	2018-04-18 19:34:01	Santander Brasil	@_horriblehuman Olá, Augusto. Em qual agência esteve? Foi atendido?	0	0		187200	25737
986689313235664902	santander	2018-04-18 19:33:58	tania aparecida da t	RT @TaniatorreT: @Zanfa @santander_br Além de você eu também perdi meu dinheiro e ainda fiquei sem emprego	1	0		91	328
986688822917451777	santander	2018-04-18 19:32:01	tania aparecida da t	@Zanfa @santander_br Além de você eu também perdi meu dinheiro e ainda fiquei sem emprego	1	2		91	328
986688817624223746	santander	2018-04-18 19:32:00	Santander Brasil	@YuriMoto4x15 Olá, Yuri. Você pode consultar no internet banking acessando a parte de extrato consolidado mensal.	0	1		187200	25737
986688637776646145	santander	2018-04-18 19:31:17	tania aparecida da t	RT @Zanfa: @santander_br Santander, eu tinha uma pequena poupança para minha filha, invadiram minha conta e levaram embora o dinheiro e voc…	1	0		91	328
986688401633103872	santander	2018-04-18 19:30:21	tania aparecida da t	@santander_br Isso seria bom num país em que uma poupança não fosse desvalorizar pede um empréstimo juros absurdo nunca consegue pagar coloca o dinheiro na poupança cinco anos depois 000,001 a mais sobre o valor colocado quem quer enganar sabe quando guardando dinheiro na poupança sendo rico	0	0		91	328
986688030726610944	santander	2018-04-18 19:28:52	Jorge Adamatti	@santander_br A questão que fica é: Porque eu estou jogando dinheiro fora com pct Van Gogh se o atendimento vai ser basicão do basicão sempre? E para fazer qualquer operação ordinária só na agência fisicamente ou no internet banking da concorrência?	0	0		124	104
986687552915722246	santander	2018-04-18 19:26:59	Eddy Quest	@Zanfa @santander_br Boto fé, até o Lula ser solto, você tá com o dinheiro de volta.	0	0		3749	1234
986687409109823489	santander	2018-04-18 19:26:24	Jorge Adamatti	@santander_br Essa é a 2ª vez q o Santander me deixa na mão. Na última foi final do ano com a obrigatoriedade do uso de app q só existe p android e iphone c/ Internet Banking que fui obrigado a usar internet banking da CAIXA para transferência... Santander &lt; CEF é vergonhoso!	0	1		124	104
986687328184885248	santander	2018-04-18 19:26:05	Zandro Zanfelice	@eddyderisio @santander_br Em andamento, na lentidão da nossa burocracia brasileira.	0	0		34049	1119
986687196785717248	santander	2018-04-18 19:25:34	Eddy Quest	@Zanfa @santander_br Como está o processo, Zanfa?	0	0		3749	1234
986686805792710657	santander	2018-04-18 19:24:00	Santander Brasil	@marcelock Marcelo, de qual serviço você precisa? Posso te ajudar por aqui?	0	0		187200	25737
986686497737895936	santander	2018-04-18 19:22:47	Jorge Adamatti	@santander_br O internet banking não funcionou, uso sempre, mas quando preciso fazer algo um pouco diferente não funciona, o app do Windows Phone não funciona exceto p/ consulta. O funcionário do telefone não soube passar informação correta, e nem na primeira agência que eu fui no Shop. Tijuca	0	0		124	104
986686452837777408	santander	2018-04-18 19:22:36	bad influencer	RT @caio_rabello4: Glr achei um cartão Santander aq no planalto o nome do dono do cartão é Bruno C Teixeira , caso alguém conheça chama da…	1	0		334	368
986686395086491649	santander	2018-04-18 19:22:22	Zandro Zanfelice	@santander_br Santander, eu tinha uma pequena poupança para minha filha, invadiram minha conta e levaram embora o dinheiro e vocês não devolveram, mas agradeço a dica.	1	2		34049	1119
